request_id,model,backend,input_tokens,output_tokens,concurrency,ttft_ms,tpot_ms,total_latency_ms,token_count_method,completed,error,started_offset_ms,completed_offset_ms,scheduled_offset_ms,dispatch_offset_ms,queue_delay_ms,end_to_end_latency_ms
req-000001,qwen2.5:1.5b-instruct,ollama,376,64,1,333.21349998004735,9.655821429092496,941.5302500128746,server_usage,True,,0.09970797691494226,941.6299579897895,0.09849999332800508,0.09970797691494226,0.001207983586937189,941.5314579964615
req-000002,qwen2.5:1.5b-instruct,ollama,376,64,1,48.055166960693896,9.641783063425608,655.4874999565072,server_usage,True,,941.7492920183577,1597.236791974865,941.7457079980522,941.7492920183577,0.0035840203054249287,655.4910839768127
req-000003,qwen2.5:1.5b-instruct,ollama,374,64,1,44.51670899288729,9.701064809979428,655.6837920215912,server_usage,True,,1597.3352500004694,2253.0190420220606,1597.333042009268,1597.3352500004694,0.002207991201430559,655.6860000127926
req-000004,qwen2.5:1.5b-instruct,ollama,373,64,1,45.01175001496449,9.626261904717438,651.4662500121631,server_usage,True,,2253.109625016805,2904.575875028968,2253.107374999672,2253.109625016805,0.0022500171326100826,651.4685000292957
req-000005,qwen2.5:1.5b-instruct,ollama,373,64,1,44.44345796946436,9.832386904957866,663.88383298181,server_usage,True,,2904.6590420184657,3568.5428750002757,2904.656916973181,2904.6590420184657,0.002125045284628868,663.8859580270946
req-000006,qwen2.5:1.5b-instruct,ollama,375,64,1,44.87508296733722,10.435544967924852,702.3144159466028,server_usage,True,,3568.612542003393,4270.926957949996,3568.6111669638194,3568.612542003393,0.0013750395737588406,702.3157909861766
req-000007,qwen2.5:1.5b-instruct,ollama,378,64,1,47.285875014495105,12.896328697919786,859.7545829834417,server_usage,True,,4270.991083001718,5130.74566598516,4270.989582990296,4270.991083001718,0.001500011421740055,859.7560829948634
req-000008,qwen2.5:1.5b-instruct,ollama,375,64,1,46.21749999932945,12.376398809017642,825.930624967441,server_usage,True,,5130.835916963406,5956.766541930847,5130.8285419945605,5130.835916963406,0.007374968845397234,825.9379999362864
req-000009,qwen2.5:1.5b-instruct,ollama,376,64,1,59.67220803722739,14.22674603120882,955.9572080033831,server_usage,True,,5956.834583019372,6912.791791022755,5956.833207979798,5956.834583019372,0.0013750395737588406,955.9585830429569
req-000010,qwen2.5:1.5b-instruct,ollama,374,64,1,54.02933299774304,13.179537698826087,884.3402080237865,server_usage,True,,6912.86849998869,7797.208708012477,6912.866416969337,6912.86849998869,0.0020830193534493446,884.34229104314
