request_id,model,backend,input_tokens,output_tokens,concurrency,ttft_ms,tpot_ms,total_latency_ms,token_count_method,completed,error,started_offset_ms,completed_offset_ms,scheduled_offset_ms,dispatch_offset_ms,queue_delay_ms,end_to_end_latency_ms
req-000001,qwen2.5:1.5b-instruct,ollama,376,64,1,330.6224999832921,9.532200397058789,931.1511249979958,server_usage,True,,0.10137498611584306,931.2524999841116,0.09883299935609102,0.10137498611584306,0.002541986759752035,931.1536669847555
req-000002,qwen2.5:1.5b-instruct,ollama,376,64,1,45.66108400467783,9.516976841185834,645.2306249993853,server_usage,True,,931.4499580068514,1576.6805830062367,931.4461670001037,931.4499580068514,0.0037910067476332188,645.234416006133
req-000003,qwen2.5:1.5b-instruct,ollama,374,64,1,45.14224996091798,9.961949079297483,672.7450419566594,server_usage,True,,1576.81749999756,2249.5625419542193,1576.8127919873223,1576.81749999756,0.004708010237663984,672.7497499668971
req-000004,qwen2.5:1.5b-instruct,ollama,373,64,1,46.732707996852696,9.55940873014726,648.97545799613,server_usage,True,,2249.724833003711,2898.700290999841,2249.718541977927,2249.724833003711,0.006291025783866644,648.9817490219139
req-000005,qwen2.5:1.5b-instruct,ollama,373,64,1,44.80645898729563,9.518938492022691,644.4995839847252,server_usage,True,,2898.8770419964567,3543.376625981182,2898.870666977018,2898.8770419964567,0.006375019438564777,644.5059590041637
req-000006,qwen2.5:1.5b-instruct,ollama,375,64,1,44.5971250301227,9.384780428335366,635.8382920152508,server_usage,True,,3543.4490829939023,4179.287375009153,3543.4475420042872,3543.4490829939023,0.0015409896150231361,635.8398330048658
req-000007,qwen2.5:1.5b-instruct,ollama,378,64,1,43.91745902830735,9.564912698734256,646.5069590485655,server_usage,True,,4179.425707960036,4825.932667008601,4179.421957989689,4179.425707960036,0.0037499703466892242,646.5107090189122
req-000008,qwen2.5:1.5b-instruct,ollama,375,64,1,43.9307089545764,9.68800065115035,654.2747499770485,server_usage,True,,4826.009082957171,5480.283832934219,4826.004582981113,4826.009082957171,0.004499976057559252,654.279249953106
req-000009,qwen2.5:1.5b-instruct,ollama,376,64,1,45.30983295990154,9.320613761831607,632.5084999552928,server_usage,True,,5480.419082974549,6112.927582929842,5480.4157500038855,5480.419082974549,0.0033329706639051437,632.5118329259567
req-000010,qwen2.5:1.5b-instruct,ollama,374,64,1,44.4610410486348,9.471253967762644,641.1500410176814,server_usage,True,,6113.044833007734,6754.194874025416,6113.041832984891,6113.044833007734,0.00300002284348011,641.1530410405248
