request_id,model,backend,input_tokens,output_tokens,concurrency,ttft_ms,tpot_ms,total_latency_ms,token_count_method,completed,error,started_offset_ms,completed_offset_ms,scheduled_offset_ms,dispatch_offset_ms,queue_delay_ms,end_to_end_latency_ms
req-000001,qwen2.5:1.5b-instruct,ollama,377,64,2,1198.735875019338,9.99246890442298,1828.2614159979858,server_usage,True,,0.0820829882286489,1828.3434989862144,0.08099997648969293,0.0820829882286489,0.0010830117389559746,1828.2624990097247
req-000002,qwen2.5:1.5b-instruct,ollama,380,64,2,277.6955830049701,10.391154095515727,932.3382910224609,server_usage,True,,0.2014579949900508,932.539749017451,0.2009579911828041,0.2014579949900508,0.000500003807246685,932.3387910262682
req-000003,qwen2.5:1.5b-instruct,ollama,378,64,2,1175.5902500008233,10.229374999956539,1820.0408749980852,server_usage,True,,1828.4067499917,3648.4476249897853,1828.4049580106512,1828.4067499917,0.0017919810488820076,1820.042666979134
req-000004,qwen2.5:1.5b-instruct,ollama,374,64,2,1161.2927920068614,10.16650660266538,1801.7827079747804,server_usage,True,,932.7080830116756,2734.490790986456,932.7019579941407,932.7080830116756,0.006125017534941435,1801.7888329923153
req-000005,qwen2.5:1.5b-instruct,ollama,374,64,2,1170.560333004687,9.896356476626048,1794.030791032128,server_usage,True,,3648.5067500034347,5442.537541035563,3648.505249992013,3648.5067500034347,0.001500011421740055,1794.0322910435498
req-000006,qwen2.5:1.5b-instruct,ollama,382,64,2,1180.4642920033075,10.14321163437137,1819.4866249687038,server_usage,True,,2734.565458027646,4554.05208299635,2734.563958016224,2734.565458027646,0.001500011421740055,1819.4881249801256
req-000007,qwen2.5:1.5b-instruct,ollama,379,64,2,1166.1688329768367,9.939980825283639,1792.387624969706,server_usage,True,,5442.6012500189245,7234.98887498863,5442.5963329849765,5442.6012500189245,0.004917033948004246,1792.392542003654
req-000008,qwen2.5:1.5b-instruct,ollama,376,64,2,1153.9897079928778,10.055403444095559,1787.480124970898,server_usage,True,,4554.116707993671,6341.596832964569,4554.115124978125,4554.116707993671,0.0015830155462026596,1787.4817079864442
req-000009,qwen2.5:1.5b-instruct,ollama,377,64,2,1155.5274169659242,9.82641600005861,1774.5916249696165,server_usage,True,,7235.05474999547,9009.646374965087,7235.053375014104,7235.05474999547,0.001374981366097927,1774.5929999509826
req-000010,qwen2.5:1.5b-instruct,ollama,378,64,2,1163.9390420168638,9.750417317263782,1778.215333004482,server_usage,True,,6341.655207972508,8119.87054097699,6341.653832991142,6341.655207972508,0.001374981366097927,1778.2167079858482
req-000011,qwen2.5:1.5b-instruct,ollama,376,64,2,1163.2267499808222,10.125150127033333,1801.1112079839222,server_usage,True,,9009.732750011608,10810.84395799553,9009.73095803056,9009.732750011608,0.0017919810488820076,1801.112999964971
req-000012,qwen2.5:1.5b-instruct,ollama,377,64,2,1155.324292019941,10.03536309433421,1787.5521669629961,server_usage,True,,8119.9239999987185,9907.476166961715,8119.922708021477,8119.9239999987185,0.0012919772416353226,1787.5534589402378
req-000013,qwen2.5:1.5b-instruct,ollama,373,64,2,1171.5170000097714,10.110152777217861,1808.4566249744967,server_usage,True,,10810.907625011168,12619.364249985665,10810.906250029802,10810.907625011168,0.001374981366097927,1808.4579999558628
req-000014,qwen2.5:1.5b-instruct,ollama,376,64,2,1171.105291985441,10.093332016064474,1806.985208997503,server_usage,True,,9907.530708005652,11714.515917003155,9907.529167016037,9907.530708005652,0.0015409896150231361,1806.986749987118
req-000015,qwen2.5:1.5b-instruct,ollama,378,64,2,1177.4709169985726,10.119900792940623,1815.024666953832,server_usage,True,,12619.436000008136,14434.460666961968,12619.434666994493,12619.436000008136,0.001333013642579317,1815.0259999674745
req-000016,qwen2.5:1.5b-instruct,ollama,378,64,2,1172.7470839978196,10.165281746248226,1813.1598340114579,server_usage,True,,11714.572582975961,13527.73241698742,11714.57133302465,11714.572582975961,0.001249951310455799,1813.1610839627683
req-000017,qwen2.5:1.5b-instruct,ollama,380,64,2,1158.1970000406727,10.394236110779087,1813.0338750197552,server_usage,True,,14434.52058301773,16247.554458037484,14434.519000002183,14434.52058301773,0.0015830155462026596,1813.0354580353014
req-000018,qwen2.5:1.5b-instruct,ollama,383,64,2,1172.4906250019558,9.862433856589691,1793.8239579671063,server_usage,True,,13527.788291976321,15321.612249943428,13527.786875027232,13527.788291976321,0.001416949089616537,1793.8253749161959
req-000019,qwen2.5:1.5b-instruct,ollama,380,64,2,1278.0681250151247,10.904737444232321,1965.066584001761,server_usage,True,,16247.617791988887,18212.684375990648,16247.614332998637,16247.617791988887,0.0034589902497828007,1965.0700429920107
req-000020,qwen2.5:1.5b-instruct,ollama,380,64,2,1200.766583031509,11.474195111077279,1923.6408750293776,server_usage,True,,15321.663582988549,17245.304458017927,15321.662249974906,15321.663582988549,0.001333013642579317,1923.6422080430202
req-000021,qwen2.5:1.5b-instruct,ollama,376,64,2,1220.798458030913,11.493570761688586,1944.893416017294,server_usage,True,,18212.743124982808,20157.6365410001,18212.74175000144,18212.743124982808,0.001374981366097927,1944.89479099866
req-000022,qwen2.5:1.5b-instruct,ollama,378,64,2,1247.0674170181155,10.482738094796087,1907.479916990269,server_usage,True,,17245.35924999509,19152.83916698536,17245.357999985572,17245.35924999509,0.0012500095181167126,1907.481166999787
req-000023,qwen2.5:1.5b-instruct,ollama,375,64,2,1281.375584017951,10.639060841178493,1951.636417012196,server_usage,True,,20157.70058298949,22109.337000001688,20157.69908297807,20157.70058298949,0.001500011421740055,1951.6379170236178
req-000024,qwen2.5:1.5b-instruct,ollama,378,64,2,1288.6752919876017,11.371966270315978,2005.1091670175083,server_usage,True,,19152.898417029064,21158.007584046572,19152.896957995836,19152.898417029064,0.001459033228456974,2005.1106260507368
req-000025,qwen2.5:1.5b-instruct,ollama,378,64,2,1212.2267910162918,10.916726856810293,1899.9805829953402,server_usage,True,,22109.392417012714,24009.373000008054,22109.39125000732,22109.392417012714,0.001167005393654108,1899.9817500007339
req-000026,qwen2.5:1.5b-instruct,ollama,379,64,2,1233.2616670173593,10.405949729916063,1888.8365000020713,server_usage,True,,21158.131500007585,23046.968000009656,21158.125457994174,21158.131500007585,0.00604201341047883,1888.8425420154817
req-000027,qwen2.5:1.5b-instruct,ollama,375,64,2,1250.5904579884373,11.410816793426102,1969.4719159742817,server_usage,True,,24009.440042020287,25978.91195799457,24009.438499982934,24009.440042020287,0.0015420373529195786,1969.4734580116346
req-000028,qwen2.5:1.5b-instruct,ollama,380,64,2,1238.497041980736,11.031411365524585,1933.4759580087848,server_usage,True,,23047.028124972712,24980.504082981497,23047.026749991346,23047.028124972712,0.001374981366097927,1933.477332990151
req-000029,qwen2.5:1.5b-instruct,ollama,378,64,2,1184.9357499741018,10.53007869862966,1848.3307079877704,server_usage,True,,25978.967749979347,27827.298457967117,25978.96654199576,25978.967749979347,0.001207983586937189,1848.3319159713574
req-000030,qwen2.5:1.5b-instruct,ollama,378,64,2,1268.7421249574982,10.264294301455338,1915.3926659491844,server_usage,True,,24980.635042011272,26896.027707960457,24980.63337500207,24980.635042011272,0.001667009200900793,1915.3943329583853
req-000031,qwen2.5:1.5b-instruct,ollama,377,64,2,1210.9679999994114,10.038698412707104,1843.405999999959,server_usage,True,,27827.358875016216,29670.764875016175,27827.357375004794,27827.358875016216,0.001500011421740055,1843.4075000113808
